source,origin_file,x_H2O,x_Ethanol,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.8,0.2,0.02092,0.855144479374,0.8543,0.023625824,2,1.00098850448,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.8,0.2,0.03019,0.825275601109,0.8241,0.023625824,2,1.00142652725,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.8,0.2,0.06741,0.759310903306,0.7569,0.023625824,2,1.00318523359,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.8,0.2,0.1026,0.728916753044,0.7254,0.023625824,2,1.00484801908,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.8,0.2,0.137,0.706946969385,0.7024,0.023625824,2,1.00647347578,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.8,0.2,0.1723,0.692089111569,0.6865,0.023625824,2,1.00814145895,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.8,0.2,0.2363,0.66989718643,0.6625,0.023625824,2,1.01116556442,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.8,0.2,0.2613,0.664605710716,0.6565,0.023625824,2,1.01234685562,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.8,0.2,0.446,0.655223336605,0.6417,0.023625824,2,1.02107423501,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.8,0.2,0.581,0.645548850265,0.6283,0.023625824,2,1.02745320749,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.8,0.2,0.8095,0.640496553967,0.6169,0.023625824,2,1.03825020906,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.8,0.2,1.0538,0.645728158176,0.6151,0.023625824,2,1.04979378666,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.8,0.2,1.6466,0.67416675453,0.6255,0.023625824,2,1.0778045636,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.8,0.2,1.8933,0.698018011983,0.6407,0.023625824,2,1.08946154516,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.8,0.2,2.2031,0.732791240159,0.6637,0.023625824,2,1.10410010571,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.8,0.2,2.6164,0.779349221323,0.6936,0.023625824,2,1.12362921183,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.8,0.2,3.0391,0.837688819117,0.7325,0.023625824,2,1.14360248344,composition-columns
