source,origin_file,x_H2O,x_Ethanol,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.009836,0.811255741703,0.8107,0.034846912,2,1.00068550845,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.01713,0.747891809838,0.747,0.034846912,2,1.00119385521,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.04117,0.654171640955,0.6523,0.034846912,2,1.00286929473,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.08389,0.594555934065,0.5911,0.034846912,2,1.0058466149,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.13,0.554983108416,0.55,0.034846912,2,1.00906019712,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.1776,0.528967308092,0.5225,0.034846912,2,1.01237762314,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.221,0.525064547482,0.5171,0.034846912,2,1.0154023351,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.2275,0.511279995118,0.5033,0.034846912,2,1.01585534496,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.305,0.499598736704,0.4892,0.034846912,2,1.02125661632,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.3798,0.486136056719,0.4736,0.034846912,2,1.02646971436,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.4519,0.476963121104,0.4624,0.034846912,2,1.03149463907,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.5045,0.473482428347,0.4574,0.034846912,2,1.03516053421,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.6507,0.464553438355,0.4444,0.034846912,2,1.04534977128,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,1.0572,0.468554087604,0.4364,0.034846912,2,1.07368031073,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,1.1774,0.481190973976,0.4447,0.034846912,2,1.08205750838,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,1.4837,0.499511319763,0.4527,0.034846912,2,1.10340472667,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,1.7878,0.528561350717,0.47,0.034846912,2,1.12459861855,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,2.0974,0.564376976948,0.4924,0.034846912,2,1.14617582646,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,2.4626,0.614636054561,0.5246,0.034846912,2,1.17162801098,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,2.7926,0.670066269101,0.5609,0.034846912,2,1.1946269729,composition-columns
MIAC,data/MIAC/water-ethanol/water-ethanol-NaBr.csv,0.4,0.6,3.0182,0.711443670983,0.5878,0.034846912,2,1.2103498996,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.009836,0.811255741703,0.8107,0.034846912,2,1.00068550845,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.01713,0.747891809838,0.747,0.034846912,2,1.00119385521,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.04117,0.654171640955,0.6523,0.034846912,2,1.00286929473,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.08389,0.594555934065,0.5911,0.034846912,2,1.0058466149,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.13,0.554983108416,0.55,0.034846912,2,1.00906019712,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.1776,0.528967308092,0.5225,0.034846912,2,1.01237762314,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.221,0.525064547482,0.5171,0.034846912,2,1.0154023351,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.2275,0.511279995118,0.5033,0.034846912,2,1.01585534496,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.305,0.499598736704,0.4892,0.034846912,2,1.02125661632,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.3798,0.486136056719,0.4736,0.034846912,2,1.02646971436,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.4519,0.476963121104,0.4624,0.034846912,2,1.03149463907,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.5045,0.473482428347,0.4574,0.034846912,2,1.03516053421,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,0.6507,0.464553438355,0.4444,0.034846912,2,1.04534977128,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,1.0572,0.468554087604,0.4364,0.034846912,2,1.07368031073,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,1.1774,0.481190973976,0.4447,0.034846912,2,1.08205750838,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,1.4837,0.499511319763,0.4527,0.034846912,2,1.10340472667,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,1.7878,0.528561350717,0.47,0.034846912,2,1.12459861855,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,2.0974,0.564376976948,0.4924,0.034846912,2,1.14617582646,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,2.4626,0.614636054561,0.5246,0.034846912,2,1.17162801098,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,2.7926,0.670066269101,0.5609,0.034846912,2,1.1946269729,composition-columns
MIAC_m,data/MIAC_m/water_ethanol/water-ethanol-NaBr.csv,0.4,0.6,3.0182,0.711443670983,0.5878,0.034846912,2,1.2103498996,composition-columns
UNIFIED,,0.4,0.6,0.009836,0.811255741703,0.8107,0.034846912,2,1.00068550845,unified
UNIFIED,,0.4,0.6,0.01713,0.747891809838,0.747,0.034846912,2,1.00119385521,unified
UNIFIED,,0.4,0.6,0.04117,0.654171640955,0.6523,0.034846912,2,1.00286929473,unified
UNIFIED,,0.4,0.6,0.08389,0.594555934065,0.5911,0.034846912,2,1.0058466149,unified
UNIFIED,,0.4,0.6,0.13,0.554983108416,0.55,0.034846912,2,1.00906019712,unified
UNIFIED,,0.4,0.6,0.1776,0.528967308092,0.5225,0.034846912,2,1.01237762314,unified
UNIFIED,,0.4,0.6,0.221,0.525064547482,0.5171,0.034846912,2,1.0154023351,unified
UNIFIED,,0.4,0.6,0.2275,0.511279995118,0.5033,0.034846912,2,1.01585534496,unified
UNIFIED,,0.4,0.6,0.305,0.499598736704,0.4892,0.034846912,2,1.02125661632,unified
UNIFIED,,0.4,0.6,0.3798,0.486136056719,0.4736,0.034846912,2,1.02646971436,unified
UNIFIED,,0.4,0.6,0.4519,0.476963121104,0.4624,0.034846912,2,1.03149463907,unified
UNIFIED,,0.4,0.6,0.5045,0.473482428347,0.4574,0.034846912,2,1.03516053421,unified
UNIFIED,,0.4,0.6,0.6507,0.464553438355,0.4444,0.034846912,2,1.04534977128,unified
UNIFIED,,0.4,0.6,1.0572,0.468554087604,0.4364,0.034846912,2,1.07368031073,unified
UNIFIED,,0.4,0.6,1.1774,0.481190973976,0.4447,0.034846912,2,1.08205750838,unified
UNIFIED,,0.4,0.6,1.4837,0.499511319763,0.4527,0.034846912,2,1.10340472667,unified
UNIFIED,,0.4,0.6,1.7878,0.528561350717,0.47,0.034846912,2,1.12459861855,unified
UNIFIED,,0.4,0.6,2.0974,0.564376976948,0.4924,0.034846912,2,1.14617582646,unified
UNIFIED,,0.4,0.6,2.4626,0.614636054561,0.5246,0.034846912,2,1.17162801098,unified
UNIFIED,,0.4,0.6,2.7926,0.670066269101,0.5609,0.034846912,2,1.1946269729,unified
UNIFIED,,0.4,0.6,3.0182,0.711443670983,0.5878,0.034846912,2,1.2103498996,unified
