molality (kg/mol),miac_m,miac
0,1,1
0.22046,0.35541,0.360430904365
0.30143,0.33835,0.344885444899
0.58477,0.32026,0.332260802448
1.13271,0.34196,0.366780844063
1.84095,0.42552,0.4757177757
2.26118,0.5071,0.580576971742
2.6931,0.62516,0.733046266816
3.31162,0.8833,1.07074386486
