molality (kg/mol),miac_m,miac
0.000000,1.000000000,1
0.327061,0.306085048,0.312499999519
0.636959,0.300245096,0.312499999736
0.903977,0.298498403,0.31578947407
1.244112,0.322938669,0.348684210645
1.527811,0.341560500,0.375000000091
1.797107,0.368722624,0.411184211274
2.229356,0.423108557,0.483552632181
2.782424,0.527634494,0.621710526508
3.156739,0.632020825,0.759868421357
3.475024,0.734473988,0.898026316262
