source,file,solvent_system,salt,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0081,0.8073822015811105,0.807,0.029235056000000002,2,1.0004736079072,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0091,0.9173240706302289,0.917,0.019417752000000003,2,1.0003534030864,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0093,0.8983477560374272,0.898,0.020820224000000002,2,1.0003872561664,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0102,0.7634768792508256,0.763,0.030637528,2,1.0006250055712,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0102,0.7184692962879999,0.718,0.03204,2,1.000653616,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0119,0.830522100432448,0.83,0.026430112,2,1.0006290366656,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0126,0.8475042650358591,0.847,0.023625168000000002,2,1.0005953542336,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0232,0.860774845975808,0.86,0.019417752000000003,2,1.0009009836928,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0359,0.821225811508224,0.82,0.020820224000000002,2,1.0014948920832,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0364,0.7494392358908928,0.748,0.026430112,2,1.0019241121536,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0364,0.6664153275310721,0.665,0.029235056000000002,2,1.0021283120768,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0372,0.7803692580368768,0.779,0.023625168000000002,2,1.0017577124992,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0392,0.843189239075584,0.842,0.01801528,2,1.001412397952,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0427,0.567548698256,0.566,0.03204,2,1.002736216,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0464,0.6127371723476224,0.611,0.030637528,2,1.0028431625984,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0602,0.813761260246144,0.812,0.01801528,2,1.002169039712,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0626,0.7949278643224672,0.793,0.019417752000000003,2,1.0024311025504,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0644,0.6963625137073662,0.694,0.026430112,2,1.0034041984256,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0654,0.7881405022451713,0.786,0.020820224000000002,2,1.0027232852992,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,water-methanol,NaBr,0.0656,0.7342689233344512,0.732,0.023625168000000002,2,1.0030996220416,composition-columns
