source,origin_file,x_H2O,x_Methanol,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.2,0.8,0.0081,0.807382201581,0.807,0.029235056,2,1.00047360791,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.2,0.8,0.0364,0.666415327531,0.665,0.029235056,2,1.00212831208,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.2,0.8,0.0665,0.609360175306,0.607,0.029235056,2,1.00388826245,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.2,0.8,0.097,0.576249827295,0.573,0.029235056,2,1.00567160086,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.2,0.8,0.1107,0.562618206542,0.559,0.029235056,2,1.0064726414,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.2,0.8,0.1362,0.548332214314,0.544,0.029235056,2,1.00796362925,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.2,0.8,0.1596,0.534945869834,0.53,0.029235056,2,1.00933182988,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.2,0.8,0.1813,0.523491127016,0.518,0.029235056,2,1.01060063131,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.2,0.8,0.198,0.516915888992,0.511,0.029235056,2,1.01157708218,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.2,0.8,0.4324,0.456250702011,0.445,0.029235056,2,1.02528247643,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.2,0.8,0.6268,0.447832396599,0.432,0.029235056,2,1.0366490662,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.2,0.8,1.2134,0.489423068693,0.457,0.029235056,2,1.0709476339,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.2,0.8,1.4151,0.502391849748,0.464,0.029235056,2,1.08274105549,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.2,0.8,1.6983,0.524366000407,0.477,0.029235056,2,1.09929979121,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.2,0.8,1.8498,0.539672952417,0.487,0.029235056,2,1.10815801318,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.2,0.8,2.0334,0.562803242248,0.503,0.029235056,2,1.11889312574,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.2,0.8,2.2919,0.599890046687,0.529,0.029235056,2,1.13400764969,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.2,0.8,2.5436,0.628352343555,0.547,0.029235056,2,1.14872457688,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.2,0.8,0.0081,0.807382201581,0.807,0.029235056,2,1.00047360791,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.2,0.8,0.0364,0.666415327531,0.665,0.029235056,2,1.00212831208,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.2,0.8,0.0665,0.609360175306,0.607,0.029235056,2,1.00388826245,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.2,0.8,0.097,0.576249827295,0.573,0.029235056,2,1.00567160086,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.2,0.8,0.1107,0.562618206542,0.559,0.029235056,2,1.0064726414,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.2,0.8,0.1362,0.548332214314,0.544,0.029235056,2,1.00796362925,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.2,0.8,0.1596,0.534945869834,0.53,0.029235056,2,1.00933182988,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.2,0.8,0.1813,0.523491127016,0.518,0.029235056,2,1.01060063131,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.2,0.8,0.198,0.516915888992,0.511,0.029235056,2,1.01157708218,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.2,0.8,0.4324,0.456250702011,0.445,0.029235056,2,1.02528247643,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.2,0.8,0.6268,0.447832396599,0.432,0.029235056,2,1.0366490662,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.2,0.8,1.2134,0.489423068693,0.457,0.029235056,2,1.0709476339,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.2,0.8,1.4151,0.502391849748,0.464,0.029235056,2,1.08274105549,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.2,0.8,1.6983,0.524366000407,0.477,0.029235056,2,1.09929979121,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.2,0.8,1.8498,0.539672952417,0.487,0.029235056,2,1.10815801318,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.2,0.8,2.0334,0.562803242248,0.503,0.029235056,2,1.11889312574,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.2,0.8,2.2919,0.599890046687,0.529,0.029235056,2,1.13400764969,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.2,0.8,2.5436,0.628352343555,0.547,0.029235056,2,1.14872457688,composition-columns
UNIFIED,,0.2,0.8,0.0081,0.807382201581,0.807,0.029235056,2,1.00047360791,unified
UNIFIED,,0.2,0.8,0.0364,0.666415327531,0.665,0.029235056,2,1.00212831208,unified
UNIFIED,,0.2,0.8,0.0665,0.609360175306,0.607,0.029235056,2,1.00388826245,unified
UNIFIED,,0.2,0.8,0.097,0.576249827295,0.573,0.029235056,2,1.00567160086,unified
UNIFIED,,0.2,0.8,0.1107,0.562618206542,0.559,0.029235056,2,1.0064726414,unified
UNIFIED,,0.2,0.8,0.1362,0.548332214314,0.544,0.029235056,2,1.00796362925,unified
UNIFIED,,0.2,0.8,0.1596,0.534945869834,0.53,0.029235056,2,1.00933182988,unified
UNIFIED,,0.2,0.8,0.1813,0.523491127016,0.518,0.029235056,2,1.01060063131,unified
UNIFIED,,0.2,0.8,0.198,0.516915888992,0.511,0.029235056,2,1.01157708218,unified
UNIFIED,,0.2,0.8,0.4324,0.456250702011,0.445,0.029235056,2,1.02528247643,unified
UNIFIED,,0.2,0.8,0.6268,0.447832396599,0.432,0.029235056,2,1.0366490662,unified
UNIFIED,,0.2,0.8,1.2134,0.489423068693,0.457,0.029235056,2,1.0709476339,unified
UNIFIED,,0.2,0.8,1.4151,0.502391849748,0.464,0.029235056,2,1.08274105549,unified
UNIFIED,,0.2,0.8,1.6983,0.524366000407,0.477,0.029235056,2,1.09929979121,unified
UNIFIED,,0.2,0.8,1.8498,0.539672952417,0.487,0.029235056,2,1.10815801318,unified
UNIFIED,,0.2,0.8,2.0334,0.562803242248,0.503,0.029235056,2,1.11889312574,unified
UNIFIED,,0.2,0.8,2.2919,0.599890046687,0.529,0.029235056,2,1.13400764969,unified
UNIFIED,,0.2,0.8,2.5436,0.628352343555,0.547,0.029235056,2,1.14872457688,unified
