source,origin_file,x_H2O,x_Methanol,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.4,0.6,0.0119,0.830522100432,0.83,0.026430112,2,1.00062903667,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.4,0.6,0.0364,0.749439235891,0.748,0.026430112,2,1.00192411215,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.4,0.6,0.0644,0.696362513707,0.694,0.026430112,2,1.00340419843,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.4,0.6,0.0877,0.675115285585,0.672,0.026430112,2,1.00463584164,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.4,0.6,0.1094,0.660799370888,0.657,0.026430112,2,1.00578290851,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.4,0.6,0.1306,0.644418268963,0.64,0.026430112,2,1.00690354525,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.4,0.6,0.1522,0.633052464786,0.628,0.026430112,2,1.00804532609,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.4,0.6,0.1621,0.630355401444,0.625,0.026430112,2,1.00856864231,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.4,0.6,0.1713,0.62561407295,0.62,0.026430112,2,1.00905495637,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.4,0.6,0.1993,0.617436911055,0.611,0.026430112,2,1.01053504264,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.4,0.6,0.2632,0.597194645654,0.589,0.026430112,2,1.01391281096,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.4,0.6,0.6039,0.574780715125,0.557,0.026430112,2,1.03192228927,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.4,0.6,1.0491,0.567835145617,0.538,0.026430112,2,1.055455661,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.4,0.6,1.2994,0.581365496836,0.544,0.026430112,2,1.06868657507,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.4,0.6,1.6943,0.609064642335,0.559,0.026430112,2,1.08956107752,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.4,0.6,2.1481,0.655880388786,0.589,0.026430112,2,1.11354904717,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.4,0.6,2.535,0.712152419404,0.628,0.026430112,2,1.13400066784,composition-columns
MIAC,data/MIAC/water-methanol/water-methanol-NaBr.csv,0.4,0.6,3.0191,0.776925502527,0.67,0.026430112,2,1.15959030228,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.4,0.6,0.0119,0.830522100432,0.83,0.026430112,2,1.00062903667,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.4,0.6,0.0364,0.749439235891,0.748,0.026430112,2,1.00192411215,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.4,0.6,0.0644,0.696362513707,0.694,0.026430112,2,1.00340419843,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.4,0.6,0.0877,0.675115285585,0.672,0.026430112,2,1.00463584164,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.4,0.6,0.1094,0.660799370888,0.657,0.026430112,2,1.00578290851,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.4,0.6,0.1306,0.644418268963,0.64,0.026430112,2,1.00690354525,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.4,0.6,0.1522,0.633052464786,0.628,0.026430112,2,1.00804532609,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.4,0.6,0.1621,0.630355401444,0.625,0.026430112,2,1.00856864231,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.4,0.6,0.1713,0.62561407295,0.62,0.026430112,2,1.00905495637,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.4,0.6,0.1993,0.617436911055,0.611,0.026430112,2,1.01053504264,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.4,0.6,0.2632,0.597194645654,0.589,0.026430112,2,1.01391281096,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.4,0.6,0.6039,0.574780715125,0.557,0.026430112,2,1.03192228927,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.4,0.6,1.0491,0.567835145617,0.538,0.026430112,2,1.055455661,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.4,0.6,1.2994,0.581365496836,0.544,0.026430112,2,1.06868657507,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.4,0.6,1.6943,0.609064642335,0.559,0.026430112,2,1.08956107752,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.4,0.6,2.1481,0.655880388786,0.589,0.026430112,2,1.11354904717,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.4,0.6,2.535,0.712152419404,0.628,0.026430112,2,1.13400066784,composition-columns
MIAC_m,data/MIAC_m/water_methanol/water-methanol-NaBr.csv,0.4,0.6,3.0191,0.776925502527,0.67,0.026430112,2,1.15959030228,composition-columns
UNIFIED,,0.4,0.6,0.0119,0.830522100432,0.83,0.026430112,2,1.00062903667,unified
UNIFIED,,0.4,0.6,0.0364,0.749439235891,0.748,0.026430112,2,1.00192411215,unified
UNIFIED,,0.4,0.6,0.0644,0.696362513707,0.694,0.026430112,2,1.00340419843,unified
UNIFIED,,0.4,0.6,0.0877,0.675115285585,0.672,0.026430112,2,1.00463584164,unified
UNIFIED,,0.4,0.6,0.1094,0.660799370888,0.657,0.026430112,2,1.00578290851,unified
UNIFIED,,0.4,0.6,0.1306,0.644418268963,0.64,0.026430112,2,1.00690354525,unified
UNIFIED,,0.4,0.6,0.1522,0.633052464786,0.628,0.026430112,2,1.00804532609,unified
UNIFIED,,0.4,0.6,0.1621,0.630355401444,0.625,0.026430112,2,1.00856864231,unified
UNIFIED,,0.4,0.6,0.1713,0.62561407295,0.62,0.026430112,2,1.00905495637,unified
UNIFIED,,0.4,0.6,0.1993,0.617436911055,0.611,0.026430112,2,1.01053504264,unified
UNIFIED,,0.4,0.6,0.2632,0.597194645654,0.589,0.026430112,2,1.01391281096,unified
UNIFIED,,0.4,0.6,0.6039,0.574780715125,0.557,0.026430112,2,1.03192228927,unified
UNIFIED,,0.4,0.6,1.0491,0.567835145617,0.538,0.026430112,2,1.055455661,unified
UNIFIED,,0.4,0.6,1.2994,0.581365496836,0.544,0.026430112,2,1.06868657507,unified
UNIFIED,,0.4,0.6,1.6943,0.609064642335,0.559,0.026430112,2,1.08956107752,unified
UNIFIED,,0.4,0.6,2.1481,0.655880388786,0.589,0.026430112,2,1.11354904717,unified
UNIFIED,,0.4,0.6,2.535,0.712152419404,0.628,0.026430112,2,1.13400066784,unified
UNIFIED,,0.4,0.6,3.0191,0.776925502527,0.67,0.026430112,2,1.15959030228,unified
