source,file,solvent_system,salt,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,0.001,0.9650347694904,0.965,0.01801528,2,1.00003603056,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,0.002,0.95206860218624,0.952,0.01801528,2,1.00007206112,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,0.005,0.9281671817984001,0.928,0.01801528,2,1.0001801528,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,0.01,0.9043257162624001,0.904,0.01801528,2,1.0003603056,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,0.02,0.8746298141888,0.874,0.01801528,2,1.0007206112,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,0.05,0.8284898636560001,0.827,0.01801528,2,1.001801528,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,0.1,0.791842811184,0.789,0.01801528,2,1.003603056,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,0.2,0.758426202336,0.753,0.01801528,2,1.007206112,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,0.3,0.74294473848,0.735,0.01801528,2,1.010809168,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,0.4,0.736463274624,0.726,0.01801528,2,1.014412224,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,0.5,0.73500703216,0.722,0.01801528,2,1.01801528,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,0.6,0.736586820256,0.721,0.01801528,2,1.021618336,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,0.7,0.7402098450239999,0.722,0.01801528,2,1.025221392,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,0.8,0.7458977247999999,0.725,0.01801528,2,1.028824448,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,0.9,0.7526396504159999,0.729,0.01801528,2,1.032427504,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,1.0,0.76044643104,0.734,0.01801528,2,1.03603056,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,1.2,0.7792977939839999,0.747,0.01801528,2,1.043236672,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,1.4,0.8014878441919999,0.763,0.01801528,2,1.050442784,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,1.6,0.8260237877759999,0.781,0.01801528,2,1.057648896,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,1.8,0.8529488614080001,0.801,0.01801528,2,1.064855008,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,2.0,0.88230630176,0.823,0.01801528,2,1.07206112,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,2.5,0.9668977668000001,0.887,0.01801528,2,1.0900764,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,3.0,1.06709228784,0.963,0.01801528,2,1.10809168,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,3.5,1.18353841496,1.051,0.01801528,2,1.12610696,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,4.0,1.31917294272,1.153,0.01801528,2,1.14412224,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,4.5,1.4747525128799999,1.269,0.01801528,2,1.16213752,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,5.0,1.6545742256,1.402,0.01801528,2,1.1801528000000001,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,5.5,1.85955686016,1.552,0.01801528,2,1.19816808,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,6.0,2.0954839292800003,1.723,0.01801528,2,1.21618336,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,7.0,2.6684678635199996,2.131,0.01801528,2,1.25221392,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,8.0,3.4035419161599996,2.642,0.01801528,2,1.28824448,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,9.0,4.32640655568,3.267,0.01801528,2,1.32427504,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,10.0,5.4561857616000005,4.011,0.01801528,2,1.3603056,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,11.0,6.787590073760001,4.861,0.01801528,2,1.3963361600000002,pure
MIAC_m,data/MIAC_m/water/NaI.csv,water,NaI,12.0,8.28194437504,5.782,0.01801528,2,1.43236672,pure
