source,file,solvent_system,salt,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,0.001,0.9650347694904,0.965,0.01801528,2,1.00003603056,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,0.002,0.95206860218624,0.952,0.01801528,2,1.00007206112,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,0.005,0.9281671817984001,0.928,0.01801528,2,1.0001801528,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,0.01,0.9033253559568001,0.903,0.01801528,2,1.0003603056,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,0.02,0.8736290935776,0.873,0.01801528,2,1.0007206112,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,0.05,0.8254844590720001,0.824,0.01801528,2,1.001801528,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,0.1,0.785821192848,0.783,0.01801528,2,1.003603056,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,0.6,0.7069598885119999,0.692,0.01801528,2,1.021618336,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,0.7,0.7053523176959999,0.688,0.01801528,2,1.025221392,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,0.8,0.706802395776,0.687,0.01801528,2,1.028824448,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,0.9,0.708245267744,0.686,0.01801528,2,1.032427504,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,1.0,0.71175299472,0.687,0.01801528,2,1.03603056,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,1.2,0.7208765403519999,0.691,0.01801528,2,1.043236672,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,1.4,0.7321586204479998,0.697,0.01801528,2,1.050442784,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,3.0,0.90420281088,0.816,0.01801528,2,1.10809168,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,3.5,0.98083916216,0.871,0.01801528,2,1.12610696,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,4.0,1.06861017216,0.934,0.01801528,2,1.14412224,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,4.5,1.1679482075999998,1.005,0.01801528,2,1.16213752,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,5.0,1.2781054824,1.083,0.01801528,2,1.1801528000000001,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,5.5,1.4006584855200002,1.169,0.01801528,2,1.19816808,pure
MIAC_m,data/MIAC_m/water/NaBr.csv,water,NaBr,6.0,1.53360721696,1.261,0.01801528,2,1.21618336,pure
