source,origin_file,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC,data/MIAC/water/water-LiCl.csv,0.001,0.96503476949,0.965,0.01801528,2,1.00003603056,pure
MIAC,data/MIAC/water/water-LiCl.csv,0.002,0.952068602186,0.952,0.01801528,2,1.00007206112,pure
MIAC,data/MIAC/water/water-LiCl.csv,0.005,0.928167181798,0.928,0.01801528,2,1.0001801528,pure
MIAC,data/MIAC/water/water-LiCl.csv,0.01,0.904325716262,0.904,0.01801528,2,1.0003603056,pure
MIAC,data/MIAC/water/water-LiCl.csv,0.02,0.874629814189,0.874,0.01801528,2,1.0007206112,pure
MIAC,data/MIAC/water/water-LiCl.csv,0.05,0.828489863656,0.827,0.01801528,2,1.001801528,pure
MIAC,data/MIAC/water/water-LiCl.csv,0.1,0.791842811184,0.789,0.01801528,2,1.003603056,pure
MIAC,data/MIAC/water/water-LiCl.csv,0.2,0.761447820672,0.756,0.01801528,2,1.007206112,pure
MIAC,data/MIAC/water/water-LiCl.csv,0.3,0.751031211824,0.743,0.01801528,2,1.010809168,pure
MIAC,data/MIAC/water/water-LiCl.csv,0.4,0.749650633536,0.739,0.01801528,2,1.014412224,pure
MIAC,data/MIAC/water/water-LiCl.csv,0.5,0.75231329192,0.739,0.01801528,2,1.01801528,pure
MIAC,data/MIAC/water/water-LiCl.csv,0.6,0.758040805312,0.742,0.01801528,2,1.021618336,pure
MIAC,data/MIAC/water/water-LiCl.csv,0.7,0.766865601216,0.748,0.01801528,2,1.025221392,pure
MIAC,data/MIAC/water/water-LiCl.csv,0.8,0.777791282688,0.756,0.01801528,2,1.028824448,pure
MIAC,data/MIAC/water/water-LiCl.csv,0.9,0.78980704056,0.765,0.01801528,2,1.032427504,pure
MIAC,data/MIAC/water/water-LiCl.csv,1,0.802923684,0.775,0.01801528,2,1.03603056,pure
MIAC,data/MIAC/water/water-LiCl.csv,1.2,0.832502864256,0.798,0.01801528,2,1.043236672,pure
MIAC,data/MIAC/water/water-LiCl.csv,1.4,0.8666152968,0.825,0.01801528,2,1.050442784,pure
MIAC,data/MIAC/water/water-LiCl.csv,1.6,0.90428980608,0.855,0.01801528,2,1.057648896,pure
MIAC,data/MIAC/water/water-LiCl.csv,1.8,0.945591247104,0.888,0.01801528,2,1.064855008,pure
MIAC,data/MIAC/water/water-LiCl.csv,2,0.99058447488,0.924,0.01801528,2,1.07206112,pure
MIAC,data/MIAC/water/water-LiCl.csv,2.5,1.1216886156,1.029,0.01801528,2,1.0900764,pure
MIAC,data/MIAC/water/water-LiCl.csv,3,1.28206207376,1.157,0.01801528,2,1.10809168,pure
MIAC,data/MIAC/water/water-LiCl.csv,3.5,1.47745233152,1.312,0.01801528,2,1.12610696,pure
MIAC,data/MIAC/water/water-LiCl.csv,4,1.71503923776,1.499,0.01801528,2,1.14412224,pure
MIAC,data/MIAC/water/water-LiCl.csv,4.5,2.00584935952,1.726,0.01801528,2,1.16213752,pure
MIAC,data/MIAC/water/water-LiCl.csv,5,2.3603056,2,0.01801528,2,1.1801528,pure
MIAC,data/MIAC/water/water-LiCl.csv,5.5,2.7917316264,2.33,0.01801528,2,1.19816808,pure
MIAC,data/MIAC/water/water-LiCl.csv,6,3.3201805728,2.73,0.01801528,2,1.21618336,pure
MIAC,data/MIAC/water/water-LiCl.csv,7,4.7083243392,3.76,0.01801528,2,1.25221392,pure
MIAC,data/MIAC/water/water-LiCl.csv,8,6.6859888512,5.19,0.01801528,2,1.28824448,pure
MIAC,data/MIAC/water/water-LiCl.csv,9,9.4155955344,7.11,0.01801528,2,1.32427504,pure
MIAC,data/MIAC/water/water-LiCl.csv,10,13.05893376,9.6,0.01801528,2,1.3603056,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,0.001,0.96503476949,0.965,0.01801528,2,1.00003603056,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,0.002,0.952068602186,0.952,0.01801528,2,1.00007206112,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,0.005,0.928167181798,0.928,0.01801528,2,1.0001801528,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,0.01,0.904325716262,0.904,0.01801528,2,1.0003603056,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,0.02,0.874629814189,0.874,0.01801528,2,1.0007206112,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,0.05,0.828489863656,0.827,0.01801528,2,1.001801528,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,0.1,0.791842811184,0.789,0.01801528,2,1.003603056,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,0.2,0.761447820672,0.756,0.01801528,2,1.007206112,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,0.3,0.751031211824,0.743,0.01801528,2,1.010809168,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,0.4,0.749650633536,0.739,0.01801528,2,1.014412224,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,0.5,0.75231329192,0.739,0.01801528,2,1.01801528,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,0.6,0.758040805312,0.742,0.01801528,2,1.021618336,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,0.7,0.766865601216,0.748,0.01801528,2,1.025221392,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,0.8,0.777791282688,0.756,0.01801528,2,1.028824448,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,0.9,0.78980704056,0.765,0.01801528,2,1.032427504,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,1,0.802923684,0.775,0.01801528,2,1.03603056,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,1.2,0.832502864256,0.798,0.01801528,2,1.043236672,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,1.4,0.8666152968,0.825,0.01801528,2,1.050442784,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,1.6,0.90428980608,0.855,0.01801528,2,1.057648896,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,1.8,0.945591247104,0.888,0.01801528,2,1.064855008,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,2,0.99058447488,0.924,0.01801528,2,1.07206112,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,2.5,1.1216886156,1.029,0.01801528,2,1.0900764,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,3,1.28206207376,1.157,0.01801528,2,1.10809168,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,3.5,1.47745233152,1.312,0.01801528,2,1.12610696,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,4,1.71503923776,1.499,0.01801528,2,1.14412224,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,4.5,2.00584935952,1.726,0.01801528,2,1.16213752,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,5,2.3603056,2,0.01801528,2,1.1801528,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,5.5,2.7917316264,2.33,0.01801528,2,1.19816808,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,6,3.3201805728,2.73,0.01801528,2,1.21618336,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,7,4.7083243392,3.76,0.01801528,2,1.25221392,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,8,6.6859888512,5.19,0.01801528,2,1.28824448,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,9,9.4155955344,7.11,0.01801528,2,1.32427504,pure
MIAC_m,data/MIAC_m/water/LiCl.csv,10,13.05893376,9.6,0.01801528,2,1.3603056,pure
UNIFIED,,0.001,0.96503476949,0.965,0.01801528,2,1.00003603056,unified
UNIFIED,,0.002,0.952068602186,0.952,0.01801528,2,1.00007206112,unified
UNIFIED,,0.005,0.928167181798,0.928,0.01801528,2,1.0001801528,unified
UNIFIED,,0.01,0.904325716262,0.904,0.01801528,2,1.0003603056,unified
UNIFIED,,0.02,0.874629814189,0.874,0.01801528,2,1.0007206112,unified
UNIFIED,,0.05,0.828489863656,0.827,0.01801528,2,1.001801528,unified
UNIFIED,,0.1,0.791842811184,0.789,0.01801528,2,1.003603056,unified
UNIFIED,,0.2,0.761447820672,0.756,0.01801528,2,1.007206112,unified
UNIFIED,,0.3,0.751031211824,0.743,0.01801528,2,1.010809168,unified
UNIFIED,,0.4,0.749650633536,0.739,0.01801528,2,1.014412224,unified
