source,file,solvent_system,salt,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,0.001,0.96603480552096,0.966,0.01801528,2,1.00003603056,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,0.002,0.95306867424736,0.953,0.01801528,2,1.00007206112,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,0.005,0.9301675421040001,0.93,0.01801528,2,1.0001801528,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,0.01,0.9083271574848001,0.908,0.01801528,2,1.0003603056,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,0.02,0.8826355790784,0.882,0.01801528,2,1.0007206112,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,0.05,0.8445186881040001,0.843,0.01801528,2,1.001801528,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,0.1,0.819943696752,0.817,0.01801528,2,1.003603056,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,0.2,0.807779301824,0.802,0.01801528,2,1.007206112,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,0.3,0.811679761904,0.803,0.01801528,2,1.010809168,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,0.4,0.8226883136640001,0.811,0.01801528,2,1.014412224,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,0.5,0.83884459072,0.824,0.01801528,2,1.01801528,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,0.6,0.856116165568,0.838,0.01801528,2,1.021618336,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,0.7,0.8765642901599999,0.855,0.01801528,2,1.025221392,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,0.8,0.8971349186559999,0.872,0.01801528,2,1.028824448,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,0.9,0.920925333568,0.892,0.01801528,2,1.032427504,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,1.0,0.94485987072,0.912,0.01801528,2,1.03603056,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,1.2,0.9983774951039999,0.957,0.01801528,2,1.043236672,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,1.4,1.0577958834879997,1.007,0.01801528,2,1.050442784,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,1.6,1.1242807764479998,1.063,0.01801528,2,1.057648896,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,1.8,1.199026739008,1.126,0.01801528,2,1.064855008,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,2.0,1.2832571606400003,1.197,0.01801528,2,1.07206112,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,2.5,1.547908488,1.42,0.01801528,2,1.0900764,pure
MIAC_m,data/MIAC_m/water/LiI.csv,water,LiI,3.0,1.90813387296,1.722,0.01801528,2,1.10809168,pure
