source,origin_file,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC,data/MIAC/water/water-LiI.csv,0.001,0.966034805521,0.966,0.01801528,2,1.00003603056,pure
MIAC,data/MIAC/water/water-LiI.csv,0.002,0.953068674247,0.953,0.01801528,2,1.00007206112,pure
MIAC,data/MIAC/water/water-LiI.csv,0.005,0.930167542104,0.93,0.01801528,2,1.0001801528,pure
MIAC,data/MIAC/water/water-LiI.csv,0.01,0.908327157485,0.908,0.01801528,2,1.0003603056,pure
MIAC,data/MIAC/water/water-LiI.csv,0.02,0.882635579078,0.882,0.01801528,2,1.0007206112,pure
MIAC,data/MIAC/water/water-LiI.csv,0.05,0.844518688104,0.843,0.01801528,2,1.001801528,pure
MIAC,data/MIAC/water/water-LiI.csv,0.1,0.819943696752,0.817,0.01801528,2,1.003603056,pure
MIAC,data/MIAC/water/water-LiI.csv,0.2,0.807779301824,0.802,0.01801528,2,1.007206112,pure
MIAC,data/MIAC/water/water-LiI.csv,0.3,0.811679761904,0.803,0.01801528,2,1.010809168,pure
MIAC,data/MIAC/water/water-LiI.csv,0.4,0.822688313664,0.811,0.01801528,2,1.014412224,pure
MIAC,data/MIAC/water/water-LiI.csv,0.5,0.83884459072,0.824,0.01801528,2,1.01801528,pure
MIAC,data/MIAC/water/water-LiI.csv,0.6,0.856116165568,0.838,0.01801528,2,1.021618336,pure
MIAC,data/MIAC/water/water-LiI.csv,0.7,0.87656429016,0.855,0.01801528,2,1.025221392,pure
MIAC,data/MIAC/water/water-LiI.csv,0.8,0.897134918656,0.872,0.01801528,2,1.028824448,pure
MIAC,data/MIAC/water/water-LiI.csv,0.9,0.920925333568,0.892,0.01801528,2,1.032427504,pure
MIAC,data/MIAC/water/water-LiI.csv,1,0.94485987072,0.912,0.01801528,2,1.03603056,pure
MIAC,data/MIAC/water/water-LiI.csv,1.2,0.998377495104,0.957,0.01801528,2,1.043236672,pure
MIAC,data/MIAC/water/water-LiI.csv,1.4,1.05779588349,1.007,0.01801528,2,1.050442784,pure
MIAC,data/MIAC/water/water-LiI.csv,1.6,1.12428077645,1.063,0.01801528,2,1.057648896,pure
MIAC,data/MIAC/water/water-LiI.csv,1.8,1.19902673901,1.126,0.01801528,2,1.064855008,pure
MIAC,data/MIAC/water/water-LiI.csv,2,1.28325716064,1.197,0.01801528,2,1.07206112,pure
MIAC,data/MIAC/water/water-LiI.csv,2.5,1.547908488,1.42,0.01801528,2,1.0900764,pure
MIAC,data/MIAC/water/water-LiI.csv,3,1.90813387296,1.722,0.01801528,2,1.10809168,pure
MIAC_m,data/MIAC_m/water/LiI.csv,0.001,0.966034805521,0.966,0.01801528,2,1.00003603056,pure
MIAC_m,data/MIAC_m/water/LiI.csv,0.002,0.953068674247,0.953,0.01801528,2,1.00007206112,pure
MIAC_m,data/MIAC_m/water/LiI.csv,0.005,0.930167542104,0.93,0.01801528,2,1.0001801528,pure
MIAC_m,data/MIAC_m/water/LiI.csv,0.01,0.908327157485,0.908,0.01801528,2,1.0003603056,pure
MIAC_m,data/MIAC_m/water/LiI.csv,0.02,0.882635579078,0.882,0.01801528,2,1.0007206112,pure
MIAC_m,data/MIAC_m/water/LiI.csv,0.05,0.844518688104,0.843,0.01801528,2,1.001801528,pure
MIAC_m,data/MIAC_m/water/LiI.csv,0.1,0.819943696752,0.817,0.01801528,2,1.003603056,pure
MIAC_m,data/MIAC_m/water/LiI.csv,0.2,0.807779301824,0.802,0.01801528,2,1.007206112,pure
MIAC_m,data/MIAC_m/water/LiI.csv,0.3,0.811679761904,0.803,0.01801528,2,1.010809168,pure
MIAC_m,data/MIAC_m/water/LiI.csv,0.4,0.822688313664,0.811,0.01801528,2,1.014412224,pure
MIAC_m,data/MIAC_m/water/LiI.csv,0.5,0.83884459072,0.824,0.01801528,2,1.01801528,pure
MIAC_m,data/MIAC_m/water/LiI.csv,0.6,0.856116165568,0.838,0.01801528,2,1.021618336,pure
MIAC_m,data/MIAC_m/water/LiI.csv,0.7,0.87656429016,0.855,0.01801528,2,1.025221392,pure
MIAC_m,data/MIAC_m/water/LiI.csv,0.8,0.897134918656,0.872,0.01801528,2,1.028824448,pure
MIAC_m,data/MIAC_m/water/LiI.csv,0.9,0.920925333568,0.892,0.01801528,2,1.032427504,pure
MIAC_m,data/MIAC_m/water/LiI.csv,1,0.94485987072,0.912,0.01801528,2,1.03603056,pure
MIAC_m,data/MIAC_m/water/LiI.csv,1.2,0.998377495104,0.957,0.01801528,2,1.043236672,pure
MIAC_m,data/MIAC_m/water/LiI.csv,1.4,1.05779588349,1.007,0.01801528,2,1.050442784,pure
MIAC_m,data/MIAC_m/water/LiI.csv,1.6,1.12428077645,1.063,0.01801528,2,1.057648896,pure
MIAC_m,data/MIAC_m/water/LiI.csv,1.8,1.19902673901,1.126,0.01801528,2,1.064855008,pure
MIAC_m,data/MIAC_m/water/LiI.csv,2,1.28325716064,1.197,0.01801528,2,1.07206112,pure
MIAC_m,data/MIAC_m/water/LiI.csv,2.5,1.547908488,1.42,0.01801528,2,1.0900764,pure
MIAC_m,data/MIAC_m/water/LiI.csv,3,1.90813387296,1.722,0.01801528,2,1.10809168,pure
UNIFIED,,0.001,0.966034805521,0.966,0.01801528,2,1.00003603056,unified
UNIFIED,,0.002,0.953068674247,0.953,0.01801528,2,1.00007206112,unified
UNIFIED,,0.005,0.930167542104,0.93,0.01801528,2,1.0001801528,unified
UNIFIED,,0.01,0.908327157485,0.908,0.01801528,2,1.0003603056,unified
UNIFIED,,0.02,0.882635579078,0.882,0.01801528,2,1.0007206112,unified
UNIFIED,,0.05,0.844518688104,0.843,0.01801528,2,1.001801528,unified
UNIFIED,,0.1,0.819943696752,0.817,0.01801528,2,1.003603056,unified
UNIFIED,,0.2,0.807779301824,0.802,0.01801528,2,1.007206112,unified
UNIFIED,,0.3,0.811679761904,0.803,0.01801528,2,1.010809168,unified
UNIFIED,,0.4,0.822688313664,0.811,0.01801528,2,1.014412224,unified
UNIFIED,,0.5,0.83884459072,0.824,0.01801528,2,1.01801528,unified
UNIFIED,,0.6,0.856116165568,0.838,0.01801528,2,1.021618336,unified
UNIFIED,,0.7,0.87656429016,0.855,0.01801528,2,1.025221392,unified
UNIFIED,,0.8,0.897134918656,0.872,0.01801528,2,1.028824448,unified
UNIFIED,,0.9,0.920925333568,0.892,0.01801528,2,1.032427504,unified
UNIFIED,,1,0.94485987072,0.912,0.01801528,2,1.03603056,unified
UNIFIED,,1.2,0.998377495104,0.957,0.01801528,2,1.043236672,unified
UNIFIED,,1.4,1.05779588349,1.007,0.01801528,2,1.050442784,unified
UNIFIED,,1.6,1.12428077645,1.063,0.01801528,2,1.057648896,unified
UNIFIED,,1.8,1.19902673901,1.126,0.01801528,2,1.064855008,unified
UNIFIED,,2,1.28325716064,1.197,0.01801528,2,1.07206112,unified
UNIFIED,,2.5,1.547908488,1.42,0.01801528,2,1.0900764,unified
