source,file,solvent_system,salt,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,0.001,0.9650347694904,0.965,0.01801528,2,1.00003603056,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,0.002,0.9510685301251199,0.951,0.01801528,2,1.00007206112,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,0.005,0.9271670016456001,0.927,0.01801528,2,1.0001801528,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,0.01,0.9013246353456001,0.901,0.01801528,2,1.0003603056,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,0.02,0.8696262111328,0.869,0.01801528,2,1.0007206112,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,0.05,0.8174700468480001,0.816,0.01801528,2,1.001801528,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,0.1,0.770767147008,0.768,0.01801528,2,1.003603056,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,0.2,0.722166782304,0.717,0.01801528,2,1.007206112,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,0.3,0.694425898416,0.687,0.01801528,2,1.010809168,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,0.4,0.67458412896,0.665,0.01801528,2,1.014412224,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,0.5,0.66069191672,0.649,0.01801528,2,1.01801528,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,0.6,0.649749261696,0.636,0.01801528,2,1.021618336,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,0.7,0.641788591392,0.626,0.01801528,2,1.025221392,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,0.8,0.634784684416,0.617,0.01801528,2,1.028824448,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,0.9,0.6297807774399999,0.61,0.01801528,2,1.032427504,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,1.0,0.62576245824,0.604,0.01801528,2,1.03603056,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,1.2,0.619682583168,0.594,0.01801528,2,1.043236672,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,1.4,0.6155594714239999,0.586,0.01801528,2,1.050442784,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,1.6,0.6134363596799999,0.58,0.01801528,2,1.057648896,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,1.8,0.613356484608,0.576,0.01801528,2,1.064855008,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,2.0,0.6142910217600001,0.573,0.01801528,2,1.07206112,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,2.5,0.6191633952,0.568,0.01801528,2,1.0900764,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,3.0,0.62939607424,0.568,0.01801528,2,1.10809168,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,3.5,0.6430070741599999,0.571,0.01801528,2,1.12610696,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,4.0,0.65901441024,0.576,0.01801528,2,1.14412224,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,4.5,0.6786883116799999,0.584,0.01801528,2,1.16213752,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,4.803,0.6909292652315199,0.589,0.01801528,2,1.17305477968,pure
MIAC_m,data/MIAC_m/water/KCl.csv,water,KCl,5.0,0.6998306104,0.593,0.01801528,2,1.1801528000000001,pure
