source,origin_file,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC,data/MIAC/water/water-KBr.csv,0.001,0.96503476949,0.965,0.01801528,2,1.00003603056,pure
MIAC,data/MIAC/water/water-KBr.csv,0.002,0.952068602186,0.952,0.01801528,2,1.00007206112,pure
MIAC,data/MIAC/water/water-KBr.csv,0.005,0.927167001646,0.927,0.01801528,2,1.0001801528,pure
MIAC,data/MIAC/water/water-KBr.csv,0.01,0.902324995651,0.902,0.01801528,2,1.0003603056,pure
MIAC,data/MIAC/water/water-KBr.csv,0.02,0.870626931744,0.87,0.01801528,2,1.0007206112,pure
MIAC,data/MIAC/water/water-KBr.csv,0.05,0.818471848376,0.817,0.01801528,2,1.001801528,pure
MIAC,data/MIAC/water/water-KBr.csv,0.1,0.773777956176,0.771,0.01801528,2,1.003603056,pure
MIAC,data/MIAC/water/water-KBr.csv,0.2,0.727202812864,0.722,0.01801528,2,1.007206112,pure
MIAC,data/MIAC/water/water-KBr.csv,0.3,0.700490753424,0.693,0.01801528,2,1.010809168,pure
MIAC,data/MIAC/water/water-KBr.csv,0.4,0.682699426752,0.673,0.01801528,2,1.014412224,pure
MIAC,data/MIAC/water/water-KBr.csv,0.5,0.66985405424,0.658,0.01801528,2,1.01801528,pure
MIAC,data/MIAC/water/water-KBr.csv,0.6,0.659965445056,0.646,0.01801528,2,1.021618336,pure
MIAC,data/MIAC/water/water-KBr.csv,0.7,0.653066026704,0.637,0.01801528,2,1.025221392,pure
MIAC,data/MIAC/water/water-KBr.csv,0.8,0.647130577792,0.629,0.01801528,2,1.028824448,pure
MIAC,data/MIAC/water/water-KBr.csv,0.9,0.642169907488,0.622,0.01801528,2,1.032427504,pure
MIAC,data/MIAC/water/water-KBr.csv,1,0.63923085552,0.617,0.01801528,2,1.03603056,pure
MIAC,data/MIAC/water/water-KBr.csv,1.2,0.634287896576,0.608,0.01801528,2,1.043236672,pure
MIAC,data/MIAC/water/water-KBr.csv,1.4,0.632366555968,0.602,0.01801528,2,1.050442784,pure
MIAC,data/MIAC/water/water-KBr.csv,1.6,0.632474039808,0.598,0.01801528,2,1.057648896,pure
MIAC,data/MIAC/water/water-KBr.csv,1.8,0.63358872976,0.595,0.01801528,2,1.064855008,pure
MIAC,data/MIAC/water/water-KBr.csv,2,0.63573224416,0.593,0.01801528,2,1.07206112,pure
MIAC,data/MIAC/water/water-KBr.csv,2.5,0.6453252288,0.592,0.01801528,2,1.0900764,pure
MIAC,data/MIAC/water/water-KBr.csv,3,0.6593145496,0.595,0.01801528,2,1.10809168,pure
MIAC,data/MIAC/water/water-KBr.csv,3.5,0.675664176,0.6,0.01801528,2,1.12610696,pure
MIAC,data/MIAC/water/water-KBr.csv,4,0.69562632192,0.608,0.01801528,2,1.14412224,pure
MIAC,data/MIAC/water/water-KBr.csv,4.5,0.71703884984,0.617,0.01801528,2,1.16213752,pure
MIAC,data/MIAC/water/water-KBr.csv,5,0.7387756528,0.626,0.01801528,2,1.1801528,pure
MIAC,data/MIAC/water/water-KBr.csv,5.5,0.76323306696,0.637,0.01801528,2,1.19816808,pure
MIAC_m,data/MIAC_m/water/KBr.csv,0.001,0.96503476949,0.965,0.01801528,2,1.00003603056,pure
MIAC_m,data/MIAC_m/water/KBr.csv,0.002,0.952068602186,0.952,0.01801528,2,1.00007206112,pure
MIAC_m,data/MIAC_m/water/KBr.csv,0.005,0.927167001646,0.927,0.01801528,2,1.0001801528,pure
MIAC_m,data/MIAC_m/water/KBr.csv,0.01,0.902324995651,0.902,0.01801528,2,1.0003603056,pure
MIAC_m,data/MIAC_m/water/KBr.csv,0.02,0.870626931744,0.87,0.01801528,2,1.0007206112,pure
MIAC_m,data/MIAC_m/water/KBr.csv,0.05,0.818471848376,0.817,0.01801528,2,1.001801528,pure
MIAC_m,data/MIAC_m/water/KBr.csv,0.1,0.773777956176,0.771,0.01801528,2,1.003603056,pure
MIAC_m,data/MIAC_m/water/KBr.csv,0.2,0.727202812864,0.722,0.01801528,2,1.007206112,pure
MIAC_m,data/MIAC_m/water/KBr.csv,0.3,0.700490753424,0.693,0.01801528,2,1.010809168,pure
MIAC_m,data/MIAC_m/water/KBr.csv,0.4,0.682699426752,0.673,0.01801528,2,1.014412224,pure
MIAC_m,data/MIAC_m/water/KBr.csv,0.5,0.66985405424,0.658,0.01801528,2,1.01801528,pure
MIAC_m,data/MIAC_m/water/KBr.csv,0.6,0.659965445056,0.646,0.01801528,2,1.021618336,pure
MIAC_m,data/MIAC_m/water/KBr.csv,0.7,0.653066026704,0.637,0.01801528,2,1.025221392,pure
