molality,miac,miac_m
0.000293686,0.936088154,0.936062825026
0.0010279,0.849035813,0.848955411324
0.002496329,0.761983471,0.761808253754
0.005726872,0.671625344,0.671271147055
0.01071953,0.594490358,0.593903786184
0.01938326,0.531680441,0.530732607736
0.030837004,0.480991736,0.479629014906
0.046108664,0.433608815,0.431774521176
0.070337739,0.400550964,0.397971852521
