figure_id,panel_id,series_id,series_label,source_type,dataset,parameter_set,salt,ion,solvent_system,composition,composition_basis,target_w_org,x_name,x_value,x_units,y_name,y_value,y_units,curve_points,user_options,source_file,category,display_order
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.060645290581162324,mol/kg,miac_m,0.53645528254489649,-,500,{},,NaBr,38
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.063677555110220441,mol/kg,miac_m,0.53139590693582028,-,500,{},,NaBr,39
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.06670981963927855,mol/kg,miac_m,0.52660534558424688,-,500,{},,NaBr,40
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.069742084168336674,mol/kg,miac_m,0.52206034482751962,-,500,{},,NaBr,41
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.072774348697394783,mol/kg,miac_m,0.51774046541387864,-,500,{},,NaBr,42
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.075806613226452907,mol/kg,miac_m,0.51362766674106153,-,500,{},,NaBr,43
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.078838877755511017,mol/kg,miac_m,0.50970591019941602,-,500,{},,NaBr,44
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.08187114228456914,mol/kg,miac_m,0.50596090993797727,-,500,{},,NaBr,45
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.08490340681362725,mol/kg,miac_m,0.5023798713784301,-,500,{},,NaBr,46
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.087935671342685373,mol/kg,miac_m,0.49895129514195341,-,500,{},,NaBr,47
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.090967935871743483,mol/kg,miac_m,0.49566480485570674,-,500,{},,NaBr,48
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.094000200400801606,mol/kg,miac_m,0.49251102198117752,-,500,{},,NaBr,49
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.097032464929859716,mol/kg,miac_m,0.48948142582506921,-,500,{},,NaBr,50
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.10006472945891783,mol/kg,miac_m,0.48656825069937354,-,500,{},,NaBr,51
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.10309699398797595,mol/kg,miac_m,0.48376441913431339,-,500,{},,NaBr,52
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.10612925851703406,mol/kg,miac_m,0.48106344958664132,-,500,{},,NaBr,53
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.10916152304609218,mol/kg,miac_m,0.47845939566317763,-,500,{},,NaBr,54
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.11219378757515029,mol/kg,miac_m,0.47594678951573149,-,500,{},,NaBr,55
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.11522605210420842,mol/kg,miac_m,0.47352059227801779,-,500,{},,NaBr,56
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.11825831663326652,mol/kg,miac_m,0.47117615089974402,-,500,{},,NaBr,57
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.12129058116232465,mol/kg,miac_m,0.46890916039315195,-,500,{},,NaBr,58
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.12432284569138276,mol/kg,miac_m,0.46671563043614545,-,500,{},,NaBr,59
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.12735511022044088,mol/kg,miac_m,0.46459185592503111,-,500,{},,NaBr,60
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.13038737474949899,mol/kg,miac_m,0.46253439078409342,-,500,{},,NaBr,61
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.1334196392785571,mol/kg,miac_m,0.46054002075465916,-,500,{},,NaBr,62
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.13645190380761524,mol/kg,miac_m,0.45860576187093732,-,500,{},,NaBr,63
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.13948416833667335,mol/kg,miac_m,0.45672880442921865,-,500,{},,NaBr,64
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.14251643286573146,mol/kg,miac_m,0.45490653367920875,-,500,{},,NaBr,65
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.14554869739478957,mol/kg,miac_m,0.45313649622601909,-,500,{},,NaBr,66
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.14858096192384768,mol/kg,miac_m,0.45141639084314805,-,500,{},,NaBr,67
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.15161322645290581,mol/kg,miac_m,0.4497440523487648,-,500,{},,NaBr,68
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.15464549098196392,mol/kg,miac_m,0.4481174592937498,-,500,{},,NaBr,69
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.15767775551102203,mol/kg,miac_m,0.44653468670431695,-,500,{},,NaBr,70
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.16071002004008014,mol/kg,miac_m,0.44499393549663624,-,500,{},,NaBr,71
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.16374228456913828,mol/kg,miac_m,0.44349350385085595,-,500,{},,NaBr,72
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.16677454909819639,mol/kg,miac_m,0.44203178555670392,-,500,{},,NaBr,73
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.1698068136272545,mol/kg,miac_m,0.44060726148598817,-,500,{},,NaBr,74
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.17283907815631261,mol/kg,miac_m,0.43921849480943248,-,500,{},,NaBr,75
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.17587134268537075,mol/kg,miac_m,0.43786412453725032,-,500,{},,NaBr,76
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.17890360721442886,mol/kg,miac_m,0.43654286078615279,-,500,{},,NaBr,77
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.18193587174348697,mol/kg,miac_m,0.43525347970630007,-,500,{},,NaBr,78
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.18496813627254508,mol/kg,miac_m,0.43399481952955365,-,500,{},,NaBr,79
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.18800040080160321,mol/kg,miac_m,0.43276577284795015,-,500,{},,NaBr,80
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.19103266533066132,mol/kg,miac_m,0.43156530010311689,-,500,{},,NaBr,81
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.19406492985971943,mol/kg,miac_m,0.43039239196620499,-,500,{},,NaBr,82
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.19709719438877754,mol/kg,miac_m,0.42924610057081369,-,500,{},,NaBr,83
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.20012945891783565,mol/kg,miac_m,0.4281255192965564,-,500,{},,NaBr,84
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.20316172344689379,mol/kg,miac_m,0.42702978339578918,-,500,{},,NaBr,85
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.2061939879759519,mol/kg,miac_m,0.42595806804887915,-,500,{},,NaBr,86
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.20922625250501001,mol/kg,miac_m,0.42490958549646141,-,500,{},,NaBr,87
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.21225851703406812,mol/kg,miac_m,0.42388357952044231,-,500,{},,NaBr,88
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.21529078156312625,mol/kg,miac_m,0.42287934077277189,-,500,{},,NaBr,89
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.21832304609218436,mol/kg,miac_m,0.42189617105460514,-,500,{},,NaBr,90
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.22135531062124247,mol/kg,miac_m,0.42093341462656858,-,500,{},,NaBr,91
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.22438757515030058,mol/kg,miac_m,0.41999044086024634,-,500,{},,NaBr,92
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.22741983967935872,mol/kg,miac_m,0.41906664508005764,-,500,{},,NaBr,93
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.23045210420841683,mol/kg,miac_m,0.41816144453737841,-,500,{},,NaBr,94
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.23348436873747494,mol/kg,miac_m,0.41727429343747091,-,500,{},,NaBr,95
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.23651663326653305,mol/kg,miac_m,0.41640464802217814,-,500,{},,NaBr,96
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.23954889779559119,mol/kg,miac_m,0.41555199688428757,-,500,{},,NaBr,97
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.2425811623246493,mol/kg,miac_m,0.41471585775948366,-,500,{},,NaBr,98
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.24561342685370741,mol/kg,miac_m,0.41389574775992716,-,500,{},,NaBr,99
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.24864569138276552,mol/kg,miac_m,0.41309121620729639,-,500,{},,NaBr,100
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.25167795591182363,mol/kg,miac_m,0.41230182527427983,-,500,{},,NaBr,101
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.25471022044088176,mol/kg,miac_m,0.41152715506260079,-,500,{},,NaBr,102
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.25774248496993984,mol/kg,miac_m,0.41076680021925693,-,500,{},,NaBr,103
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.26077474949899798,mol/kg,miac_m,0.41002037067318542,-,500,{},,NaBr,104
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.26380701402805612,mol/kg,miac_m,0.40928748794693609,-,500,{},,NaBr,105
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.2668392785571142,mol/kg,miac_m,0.40856779924711251,-,500,{},,NaBr,106
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.26987154308617234,mol/kg,miac_m,0.40786094241230642,-,500,{},,NaBr,107
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.27290380761523048,mol/kg,miac_m,0.40716659395103183,-,500,{},,NaBr,108
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.27593607214428856,mol/kg,miac_m,0.40648441925183243,-,500,{},,NaBr,109
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.2789683366733467,mol/kg,miac_m,0.40581410759961067,-,500,{},,NaBr,110
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.28200060120240478,mol/kg,miac_m,0.40515535632076149,-,500,{},,NaBr,111
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.28503286573146291,mol/kg,miac_m,0.404507869600439,-,500,{},,NaBr,112
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.28806513026052105,mol/kg,miac_m,0.40387137458212424,-,500,{},,NaBr,113
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.29109739478957913,mol/kg,miac_m,0.40324558526939369,-,500,{},,NaBr,114
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.29412965931863727,mol/kg,miac_m,0.40263025000008396,-,500,{},,NaBr,115
figure_7,main,model_default,Figiel 2025,model,2025_Figiel,2025_Figiel,NaBr,,methanol,"{""methanol"":1.0}",mole_fraction,,molality,0.29716192384769535,mol/kg,miac_m,0.40202510116452378,-,500,{},,NaBr,116
