source,origin_file,x_H2O,x_Methanol,x_Ethanol,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.9,0.05,0.05,0.07,0.7513,0.749189771196,0.020119152,2,1.00281668128,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.9,0.05,0.05,0.09,0.7299,0.727266243582,0.020119152,2,1.00362144736,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.9,0.05,0.05,0.1,0.7207,0.717811647671,0.020119152,2,1.0040238304,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.9,0.05,0.05,0.2,0.6601,0.654830149079,0.020119152,2,1.0080476608,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.9,0.05,0.05,0.3,0.6266,0.619126223244,0.020119152,2,1.0120714912,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.9,0.05,0.05,0.4,0.6051,0.595514994644,0.020119152,2,1.0160953216,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.9,0.05,0.05,0.5,0.5905,0.578853949406,0.020119152,2,1.020119152,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.9,0.05,0.05,0.6,0.5802,0.566522458261,0.020119152,2,1.0241429824,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.9,0.05,0.05,0.7,0.5728,0.55710804207,0.020119152,2,1.0281668128,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.9,0.05,0.05,0.8,0.5675,0.549801534957,0.020119152,2,1.0321906432,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.9,0.05,0.05,0.9,0.5638,0.544095855022,0.020119152,2,1.0362144736,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.9,0.05,0.05,1,0.5612,0.539491766302,0.020119152,2,1.040238304,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.9,0.05,0.05,1.1,0.5595,0.535785011798,0.020119152,2,1.0442621344,composition-columns
