source,origin_file,x_H2O,x_Methanol,x_Ethanol,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.7,0.15,0.15,0.8,0.4769,0.459033041502,0.024326896,2,1.0389230336,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.7,0.15,0.15,0.9,0.4682,0.448558342149,0.024326896,2,1.0437884128,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.7,0.15,0.15,1,0.4612,0.439801966596,0.024326896,2,1.048653792,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.7,0.15,0.15,1.1,0.4556,0.432455348184,0.024326896,2,1.0535191712,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.7,0.15,0.15,1.2,0.4512,0.426310077778,0.024326896,2,1.0583845504,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.7,0.15,0.15,1.3,0.4478,0.421161560921,0.024326896,2,1.0632499296,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.7,0.15,0.15,1.4,0.4453,0.416902553808,0.024326896,2,1.0681153088,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.7,0.15,0.15,1.5,0.4438,0.413614154442,0.024326896,2,1.072980688,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.7,0.15,0.15,1.6,0.443,0.411004886023,0.024326896,2,1.0778460672,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.7,0.15,0.15,1.7,0.4429,0.409065593121,0.024326896,2,1.0827114464,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.7,0.15,0.15,1.8,0.4436,0.407879231663,0.024326896,2,1.0875768256,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.7,0.15,0.15,1.9,0.4449,0.407252665674,0.024326896,2,1.0924422048,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.7,0.15,0.15,2,0.4469,0.407269581033,0.024326896,2,1.097307584,composition-columns
UNIFIED,,0.7,0.15,0.15,0.05,0.7413,0.739501023551,0.024326896,2,1.0024326896,unified
UNIFIED,,0.7,0.15,0.15,0.07,0.7109,0.708487059259,0.024326896,2,1.00340576544,unified
UNIFIED,,0.7,0.15,0.15,0.09,0.6871,0.684104415346,0.024326896,2,1.00437884128,unified
UNIFIED,,0.7,0.15,0.15,0.1,0.677,0.673722086573,0.024326896,2,1.0048653792,unified
UNIFIED,,0.7,0.15,0.15,0.2,0.6079,0.602041677886,0.024326896,2,1.0097307584,unified
UNIFIED,,0.7,0.15,0.15,0.3,0.567,0.558843049946,0.024326896,2,1.0145961376,unified
UNIFIED,,0.7,0.15,0.15,0.4,0.5385,0.528220036878,0.024326896,2,1.0194615168,unified
UNIFIED,,0.7,0.15,0.15,0.5,0.5173,0.505014563242,0.024326896,2,1.024326896,unified
UNIFIED,,0.7,0.15,0.15,0.6,0.5007,0.486498016032,0.024326896,2,1.0291922752,unified
UNIFIED,,0.7,0.15,0.15,0.7,0.4875,0.471443732296,0.024326896,2,1.0340576544,unified
UNIFIED,,0.7,0.15,0.15,0.8,0.4769,0.459033041502,0.024326896,2,1.0389230336,unified
UNIFIED,,0.7,0.15,0.15,0.9,0.4682,0.448558342149,0.024326896,2,1.0437884128,unified
UNIFIED,,0.7,0.15,0.15,1,0.4612,0.439801966596,0.024326896,2,1.048653792,unified
UNIFIED,,0.7,0.15,0.15,1.1,0.4556,0.432455348184,0.024326896,2,1.0535191712,unified
UNIFIED,,0.7,0.15,0.15,1.2,0.4512,0.426310077778,0.024326896,2,1.0583845504,unified
UNIFIED,,0.7,0.15,0.15,1.3,0.4478,0.421161560921,0.024326896,2,1.0632499296,unified
UNIFIED,,0.7,0.15,0.15,1.4,0.4453,0.416902553808,0.024326896,2,1.0681153088,unified
UNIFIED,,0.7,0.15,0.15,1.5,0.4438,0.413614154442,0.024326896,2,1.072980688,unified
UNIFIED,,0.7,0.15,0.15,1.6,0.443,0.411004886023,0.024326896,2,1.0778460672,unified
UNIFIED,,0.7,0.15,0.15,1.7,0.4429,0.409065593121,0.024326896,2,1.0827114464,unified
UNIFIED,,0.7,0.15,0.15,1.8,0.4436,0.407879231663,0.024326896,2,1.0875768256,unified
UNIFIED,,0.7,0.15,0.15,1.9,0.4449,0.407252665674,0.024326896,2,1.0924422048,unified
UNIFIED,,0.7,0.15,0.15,2,0.4469,0.407269581033,0.024326896,2,1.097307584,unified
