source,origin_file,x_H2O,x_Methanol,x_Ethanol,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.6,0.15,0.25,1.1,0.3727,0.351706375758,0.027132168,2,1.0596907696,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.6,0.15,0.25,1.2,0.3686,0.346065201926,0.027132168,2,1.0651172032,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.6,0.15,0.25,1.3,0.3651,0.341041679619,0.027132168,2,1.0705436368,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.6,0.15,0.25,1.4,0.3622,0.336626463843,0.027132168,2,1.0759700704,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.6,0.15,0.25,1.5,0.3597,0.332625451136,0.027132168,2,1.081396504,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.6,0.15,0.25,1.6,0.3575,0.328940425926,0.027132168,2,1.0868229376,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.6,0.15,0.25,1.7,0.3555,0.32547512443,0.027132168,2,1.0922493712,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.6,0.15,0.25,1.8,0.3537,0.322226287993,0.027132168,2,1.0976758048,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.6,0.15,0.25,1.9,0.3521,0.319190722077,0.027132168,2,1.1031022384,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.6,0.15,0.25,2,0.3506,0.316275085035,0.027132168,2,1.108528672,composition-columns
UNIFIED,,0.6,0.15,0.25,0.05,0.6855,0.683645122568,0.027132168,2,1.0027132168,unified
UNIFIED,,0.6,0.15,0.25,0.07,0.6479,0.645448262503,0.027132168,2,1.00379850352,unified
UNIFIED,,0.6,0.15,0.25,0.09,0.6188,0.615792598119,0.027132168,2,1.00488379024,unified
UNIFIED,,0.6,0.15,0.25,0.1,0.6064,0.603127170457,0.027132168,2,1.0054264336,unified
UNIFIED,,0.6,0.15,0.25,0.2,0.5248,0.519165565068,0.027132168,2,1.0108528672,unified
UNIFIED,,0.6,0.15,0.25,0.3,0.4794,0.471720716562,0.027132168,2,1.0162793008,unified
UNIFIED,,0.6,0.15,0.25,0.4,0.4497,0.440146301287,0.027132168,2,1.0217057344,unified
UNIFIED,,0.6,0.15,0.25,0.5,0.4286,0.417278334135,0.027132168,2,1.027132168,unified
UNIFIED,,0.6,0.15,0.25,0.6,0.4129,0.399880451686,0.027132168,2,1.0325586016,unified
UNIFIED,,0.6,0.15,0.25,0.7,0.4009,0.386229074991,0.027132168,2,1.0379850352,unified
UNIFIED,,0.6,0.15,0.25,0.8,0.3914,0.375115677471,0.027132168,2,1.0434114688,unified
UNIFIED,,0.6,0.15,0.25,0.9,0.3839,0.366024148366,0.027132168,2,1.0488379024,unified
UNIFIED,,0.6,0.15,0.25,1,0.3777,0.358259297126,0.027132168,2,1.054264336,unified
UNIFIED,,0.6,0.15,0.25,1.1,0.3727,0.351706375758,0.027132168,2,1.0596907696,unified
UNIFIED,,0.6,0.15,0.25,1.2,0.3686,0.346065201926,0.027132168,2,1.0651172032,unified
UNIFIED,,0.6,0.15,0.25,1.3,0.3651,0.341041679619,0.027132168,2,1.0705436368,unified
UNIFIED,,0.6,0.15,0.25,1.4,0.3622,0.336626463843,0.027132168,2,1.0759700704,unified
UNIFIED,,0.6,0.15,0.25,1.5,0.3597,0.332625451136,0.027132168,2,1.081396504,unified
UNIFIED,,0.6,0.15,0.25,1.6,0.3575,0.328940425926,0.027132168,2,1.0868229376,unified
UNIFIED,,0.6,0.15,0.25,1.7,0.3555,0.32547512443,0.027132168,2,1.0922493712,unified
UNIFIED,,0.6,0.15,0.25,1.8,0.3537,0.322226287993,0.027132168,2,1.0976758048,unified
UNIFIED,,0.6,0.15,0.25,1.9,0.3521,0.319190722077,0.027132168,2,1.1031022384,unified
UNIFIED,,0.6,0.15,0.25,2,0.3506,0.316275085035,0.027132168,2,1.108528672,unified
