source,origin_file,x_H2O,x_Methanol,x_Ethanol,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,0.05,0.774,0.772391850199,0.020820388,2,1.0020820388,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,0.07,0.7465,0.744330385361,0.020820388,2,1.00291485432,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,0.09,0.725,0.722293083993,0.020820388,2,1.00374766984,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,0.1,0.7158,0.71283171343,0.020820388,2,1.0041640776,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,0.2,0.6541,0.648697546158,0.020820388,2,1.0083281552,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,0.3,0.6188,0.611165182264,0.020820388,2,1.0124922328,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,0.4,0.5952,0.585448586618,0.020820388,2,1.0166563104,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,0.5,0.5784,0.566603103542,0.020820388,2,1.020820388,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,0.6,0.5658,0.55200836597,0.020820388,2,1.0249844656,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,0.7,0.5563,0.540543931851,0.020820388,2,1.0291485432,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,0.8,0.549,0.531300972183,0.020820388,2,1.0333126208,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,0.9,0.5434,0.523770799709,0.020820388,2,1.0374766984,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,1,0.5392,0.517644866084,0.020820388,2,1.041640776,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,1.1,0.5361,0.512619537148,0.020820388,2,1.0458048536,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,1.2,0.5339,0.508491236393,0.020820388,2,1.0499689312,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,1.3,0.5325,0.5051544687,0.020820388,2,1.0541330088,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,1.4,0.5318,0.502505399319,0.020820388,2,1.0582970864,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,1.5,0.5316,0.500347700238,0.020820388,2,1.062461164,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,1.6,0.532,0.498769370207,0.020820388,2,1.0666252416,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,1.7,0.5329,0.497670261035,0.020820388,2,1.0707893192,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,1.8,0.5341,0.49685874903,0.020820388,2,1.0749533968,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,1.9,0.5357,0.496424173186,0.020820388,2,1.0791174744,composition-columns
MIAC,data/MIAC/water-methanol-ethanol/water-methanol-ethanol-NaCl.csv,0.85,0.1,0.05,2,0.5377,0.496362186735,0.020820388,2,1.083281552,composition-columns
UNIFIED,,0.85,0.1,0.05,0.05,0.774,0.772391850199,0.020820388,2,1.0020820388,unified
UNIFIED,,0.85,0.1,0.05,0.07,0.7465,0.744330385361,0.020820388,2,1.00291485432,unified
UNIFIED,,0.85,0.1,0.05,0.09,0.725,0.722293083993,0.020820388,2,1.00374766984,unified
UNIFIED,,0.85,0.1,0.05,0.1,0.7158,0.71283171343,0.020820388,2,1.0041640776,unified
UNIFIED,,0.85,0.1,0.05,0.2,0.6541,0.648697546158,0.020820388,2,1.0083281552,unified
UNIFIED,,0.85,0.1,0.05,0.3,0.6188,0.611165182264,0.020820388,2,1.0124922328,unified
UNIFIED,,0.85,0.1,0.05,0.4,0.5952,0.585448586618,0.020820388,2,1.0166563104,unified
UNIFIED,,0.85,0.1,0.05,0.5,0.5784,0.566603103542,0.020820388,2,1.020820388,unified
UNIFIED,,0.85,0.1,0.05,0.6,0.5658,0.55200836597,0.020820388,2,1.0249844656,unified
UNIFIED,,0.85,0.1,0.05,0.7,0.5563,0.540543931851,0.020820388,2,1.0291485432,unified
UNIFIED,,0.85,0.1,0.05,0.8,0.549,0.531300972183,0.020820388,2,1.0333126208,unified
UNIFIED,,0.85,0.1,0.05,0.9,0.5434,0.523770799709,0.020820388,2,1.0374766984,unified
UNIFIED,,0.85,0.1,0.05,1,0.5392,0.517644866084,0.020820388,2,1.041640776,unified
UNIFIED,,0.85,0.1,0.05,1.1,0.5361,0.512619537148,0.020820388,2,1.0458048536,unified
