source,origin_file,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC,data/MIAC/methanol/methanol-LiBr.csv,0,1,1,0.03204,2,1,pure
MIAC,data/MIAC/methanol/methanol-LiBr.csv,0.22046,0.360430904365,0.35541,0.03204,2,1.0141270768,pure
MIAC,data/MIAC/methanol/methanol-LiBr.csv,0.30143,0.344885444899,0.33835,0.03204,2,1.0193156344,pure
MIAC,data/MIAC/methanol/methanol-LiBr.csv,0.58477,0.332260802448,0.32026,0.03204,2,1.0374720616,pure
MIAC,data/MIAC/methanol/methanol-LiBr.csv,1.13271,0.366780844063,0.34196,0.03204,2,1.0725840568,pure
MIAC,data/MIAC/methanol/methanol-LiBr.csv,1.84095,0.4757177757,0.42552,0.03204,2,1.117968076,pure
MIAC,data/MIAC/methanol/methanol-LiBr.csv,2.26118,0.580576971742,0.5071,0.03204,2,1.1448964144,pure
MIAC,data/MIAC/methanol/methanol-LiBr.csv,2.6931,0.733046266816,0.62516,0.03204,2,1.172573848,pure
MIAC,data/MIAC/methanol/methanol-LiBr.csv,3.31162,1.07074386486,0.8833,0.03204,2,1.2122086096,pure
MIAC_m,data/MIAC_m/methanol/methanol-LiBr.csv,0,1,1,0.03204,2,1,pure
MIAC_m,data/MIAC_m/methanol/methanol-LiBr.csv,0.22046,0.360430904365,0.35541,0.03204,2,1.0141270768,pure
MIAC_m,data/MIAC_m/methanol/methanol-LiBr.csv,0.30143,0.344885444899,0.33835,0.03204,2,1.0193156344,pure
MIAC_m,data/MIAC_m/methanol/methanol-LiBr.csv,0.58477,0.332260802448,0.32026,0.03204,2,1.0374720616,pure
MIAC_m,data/MIAC_m/methanol/methanol-LiBr.csv,1.13271,0.366780844063,0.34196,0.03204,2,1.0725840568,pure
MIAC_m,data/MIAC_m/methanol/methanol-LiBr.csv,1.84095,0.4757177757,0.42552,0.03204,2,1.117968076,pure
MIAC_m,data/MIAC_m/methanol/methanol-LiBr.csv,2.26118,0.580576971742,0.5071,0.03204,2,1.1448964144,pure
MIAC_m,data/MIAC_m/methanol/methanol-LiBr.csv,2.6931,0.733046266816,0.62516,0.03204,2,1.172573848,pure
MIAC_m,data/MIAC_m/methanol/methanol-LiBr.csv,3.31162,1.07074386486,0.8833,0.03204,2,1.2122086096,pure
UNIFIED,,0,1,1,0.03204,2,1,unified
UNIFIED,,0.22046,0.360430904365,0.35541,0.03204,2,1.0141270768,unified
UNIFIED,,0.30143,0.344885444899,0.33835,0.03204,2,1.0193156344,unified
UNIFIED,,0.58477,0.332260802448,0.32026,0.03204,2,1.0374720616,unified
UNIFIED,,1.13271,0.366780844063,0.34196,0.03204,2,1.0725840568,unified
UNIFIED,,1.84095,0.4757177757,0.42552,0.03204,2,1.117968076,unified
UNIFIED,,2.26118,0.580576971742,0.5071,0.03204,2,1.1448964144,unified
UNIFIED,,2.6931,0.733046266816,0.62516,0.03204,2,1.172573848,unified
UNIFIED,,3.31162,1.07074386486,0.8833,0.03204,2,1.2122086096,unified
