source,file,solvent_system,salt,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC_m,data/MIAC_m/methanol/methanol-KI.csv,methanol,KI,0.04,0.59030921216,0.5888,0.03204,2,1.0025632,pure
MIAC_m,data/MIAC_m/methanol/methanol-KI.csv,methanol,KI,0.05,0.5668102599999999,0.565,0.03204,2,1.003204,pure
MIAC_m,data/MIAC_m/methanol/methanol-KI.csv,methanol,KI,0.06,0.5477981073599999,0.5457,0.03204,2,1.0038448,pure
MIAC_m,data/MIAC_m/methanol/methanol-KI.csv,methanol,KI,0.07,0.5319755737599999,0.5296,0.03204,2,1.0044856,pure
MIAC_m,data/MIAC_m/methanol/methanol-KI.csv,methanol,KI,0.08,0.51834368448,0.5157,0.03204,2,1.0051264,pure
MIAC_m,data/MIAC_m/methanol/methanol-KI.csv,methanol,KI,0.09,0.50660493864,0.5037,0.03204,2,1.0057672,pure
MIAC_m,data/MIAC_m/methanol/methanol-KI.csv,methanol,KI,0.1,0.4962597848,0.4931,0.03204,2,1.006408,pure
MIAC_m,data/MIAC_m/methanol/methanol-KI.csv,methanol,KI,0.2,0.4336878112,0.4282,0.03204,2,1.012816,pure
MIAC_m,data/MIAC_m/methanol/methanol-KI.csv,methanol,KI,0.3,0.403103092,0.3955,0.03204,2,1.019224,pure
MIAC_m,data/MIAC_m/methanol/methanol-KI.csv,methanol,KI,0.4,0.3850222528000001,0.3754,0.03204,2,1.025632,pure
MIAC_m,data/MIAC_m/methanol/methanol-KI.csv,methanol,KI,0.5,0.37359848,0.362,0.03204,2,1.03204,pure
MIAC_m,data/MIAC_m/methanol/methanol-KI.csv,methanol,KI,0.6,0.3662606096,0.3527,0.03204,2,1.038448,pure
MIAC_m,data/MIAC_m/methanol/methanol-KI.csv,methanol,KI,0.7,0.3619381184,0.3464,0.03204,2,1.044856,pure
