source,origin_file,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC,data/MIAC/methanol/methanol-NaCl.csv,0.05,0.5814570384,0.5796,0.03204,2,1.003204,pure
MIAC,data/MIAC/methanol/methanol-NaCl.csv,0.06,0.5631569328,0.561,0.03204,2,1.0038448,pure
MIAC,data/MIAC/methanol/methanol-NaCl.csv,0.07,0.54764554912,0.5452,0.03204,2,1.0044856,pure
MIAC,data/MIAC/methanol/methanol-NaCl.csv,0.08,0.53442570688,0.5317,0.03204,2,1.0051264,pure
MIAC,data/MIAC/methanol/methanol-NaCl.csv,0.09,0.52279779056,0.5198,0.03204,2,1.0057672,pure
MIAC,data/MIAC/methanol/methanol-NaCl.csv,0.1,0.5125635944,0.5093,0.03204,2,1.006408,pure
MIAC,data/MIAC/methanol/methanol-NaCl.csv,0.2,0.4528300336,0.4471,0.03204,2,1.012816,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaCl.csv,0.05,0.5814570384,0.5796,0.03204,2,1.003204,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaCl.csv,0.06,0.5631569328,0.561,0.03204,2,1.0038448,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaCl.csv,0.07,0.54764554912,0.5452,0.03204,2,1.0044856,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaCl.csv,0.08,0.53442570688,0.5317,0.03204,2,1.0051264,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaCl.csv,0.09,0.52279779056,0.5198,0.03204,2,1.0057672,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaCl.csv,0.1,0.5125635944,0.5093,0.03204,2,1.006408,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaCl.csv,0.2,0.4528300336,0.4471,0.03204,2,1.012816,pure
UNIFIED,,0.05,0.5814570384,0.5796,0.03204,2,1.003204,unified
UNIFIED,,0.06,0.5631569328,0.561,0.03204,2,1.0038448,unified
UNIFIED,,0.07,0.54764554912,0.5452,0.03204,2,1.0044856,unified
UNIFIED,,0.08,0.53442570688,0.5317,0.03204,2,1.0051264,unified
UNIFIED,,0.09,0.52279779056,0.5198,0.03204,2,1.0057672,unified
UNIFIED,,0.1,0.5125635944,0.5093,0.03204,2,1.006408,unified
UNIFIED,,0.2,0.4528300336,0.4471,0.03204,2,1.012816,unified
