source,file,solvent_system,salt,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC_m,data/MIAC_m/methanol/methanol-NaI.csv,methanol,NaI,0.04,0.5975276672,0.596,0.03204,2,1.0025632,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaI.csv,methanol,NaI,0.05,0.5754378144,0.5736,0.03204,2,1.003204,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaI.csv,methanol,NaI,0.06,0.5577361708799999,0.5556,0.03204,2,1.0038448,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaI.csv,methanol,NaI,0.07,0.54312536392,0.5407,0.03204,2,1.0044856,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaI.csv,methanol,NaI,0.08,0.53080725184,0.5281,0.03204,2,1.0051264,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaI.csv,methanol,NaI,0.09,0.5201827958399999,0.5172,0.03204,2,1.0057672,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaI.csv,methanol,NaI,0.1,0.5110539824,0.5078,0.03204,2,1.006408,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaI.csv,methanol,NaI,0.2,0.458805648,0.453,0.03204,2,1.012816,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaI.csv,methanol,NaI,0.3,0.43775670799999994,0.4295,0.03204,2,1.019224,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaI.csv,methanol,NaI,0.4,0.4291244288,0.4184,0.03204,2,1.025632,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaI.csv,methanol,NaI,0.5,0.42726456,0.414,0.03204,2,1.03204,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaI.csv,methanol,NaI,0.6,0.42991747199999997,0.414,0.03204,2,1.038448,pure
MIAC_m,data/MIAC_m/methanol/methanol-NaI.csv,methanol,NaI,0.7,0.4358094376,0.4171,0.03204,2,1.044856,pure
