source,origin_file,molality,miac,miac_m,M_solvent_mix,sum_nu,conversion_factor,mw_mode
MIAC,data/MIAC/methanol/methanol-KBr.csv,0.05,0.5586843076,0.5569,0.03204,2,1.003204,pure
MIAC,data/MIAC/methanol/methanol-KBr.csv,0.06,0.53886388864,0.5368,0.03204,2,1.0038448,pure
MIAC,data/MIAC/methanol/methanol-KBr.csv,0.07,0.52223206344,0.5199,0.03204,2,1.0044856,pure
MIAC,data/MIAC/methanol/methanol-KBr.csv,0.08,0.50778985728,0.5052,0.03204,2,1.0051264,pure
MIAC,data/MIAC/methanol/methanol-KBr.csv,0.09,0.49865937776,0.4958,0.03204,2,1.0057672,pure
MIAC,data/MIAC/methanol/methanol-KBr.csv,0.1,0.4846860928,0.4816,0.03204,2,1.006408,pure
MIAC_m,data/MIAC_m/methanol/methanol-KBr.csv,0.05,0.5586843076,0.5569,0.03204,2,1.003204,pure
MIAC_m,data/MIAC_m/methanol/methanol-KBr.csv,0.06,0.53886388864,0.5368,0.03204,2,1.0038448,pure
MIAC_m,data/MIAC_m/methanol/methanol-KBr.csv,0.07,0.52223206344,0.5199,0.03204,2,1.0044856,pure
MIAC_m,data/MIAC_m/methanol/methanol-KBr.csv,0.08,0.50778985728,0.5052,0.03204,2,1.0051264,pure
MIAC_m,data/MIAC_m/methanol/methanol-KBr.csv,0.09,0.49865937776,0.4958,0.03204,2,1.0057672,pure
MIAC_m,data/MIAC_m/methanol/methanol-KBr.csv,0.1,0.4846860928,0.4816,0.03204,2,1.006408,pure
UNIFIED,,0.05,0.5586843076,0.5569,0.03204,2,1.003204,unified
UNIFIED,,0.06,0.53886388864,0.5368,0.03204,2,1.0038448,unified
UNIFIED,,0.07,0.52223206344,0.5199,0.03204,2,1.0044856,unified
UNIFIED,,0.08,0.50778985728,0.5052,0.03204,2,1.0051264,unified
UNIFIED,,0.09,0.49865937776,0.4958,0.03204,2,1.0057672,unified
UNIFIED,,0.1,0.4846860928,0.4816,0.03204,2,1.006408,unified
